original,parsed_name,recipe_name,recipe_idx
600 g Süßkartoffeln,Süßkartoffeln,Süßkartoffel-Rhabarber-Curry,244
200 g Möhren,Möhren,Süßkartoffel-Rhabarber-Curry,244
200 g Rhabarber,Rhabarber,Süßkartoffel-Rhabarber-Curry,244
"200 g Tofu, fest","Tofu, fest",Tofu-Hackfleisch-Frikadellen,245
25 g Misopaste,Misopaste,Tofu-Hackfleisch-Frikadellen,245
1 Ei,Ei,Tofu-Hackfleisch-Frikadellen,245
20 g Paniermehl,Paniermehl,Tofu-Hackfleisch-Frikadellen,245
30 g Pecorino,Pecorino,Spaghetti alla carbonara,246
150 g Speckwürfel,Speckwürfel,Spaghetti alla carbonara,246
1 Ei,Ei,Spaghetti alla carbonara,246
3 Eigelb,Eigelb,Spaghetti alla carbonara,246
320 g Spaghetti,Spaghetti,Spaghetti alla carbonara,246
50 g Knollensellerie,Knollensellerie,Pilz-Kartoffel-Suppe,247
50 g Möhren,Möhren,Pilz-Kartoffel-Suppe,247
"400 g Kartoffel, festkochend","Kartoffel, festkochend",Pilz-Kartoffel-Suppe,247
20 g getrocknete Steinpilze,getrocknete Steinpilze,Pilz-Kartoffel-Suppe,247
"1 TL Majoran, getrocknet",Majoran,Pilz-Kartoffel-Suppe,247
200 g Hokkaido-Kürbis,Hokkaido-Kürbis,Kichererbsen-Kürbis-Puffer mit Feta und Quarkdip,248
150 g Feta,Feta,Kichererbsen-Kürbis-Puffer mit Feta und Quarkdip,248
3 Eier,Eier,Kichererbsen-Kürbis-Puffer mit Feta und Quarkdip,248
50 g Mehl,Mehl,Kichererbsen-Kürbis-Puffer mit Feta und Quarkdip,248
1 TL Backpulver,Backpulver,Kichererbsen-Kürbis-Puffer mit Feta und Quarkdip,248
1 - 2 Prisen Muskat,- 2 Prisen Muskat,Kichererbsen-Kürbis-Puffer mit Feta und Quarkdip,248
"200 g Quark, 20% Fett","Quark, 20% Fett",Kichererbsen-Kürbis-Puffer mit Feta und Quarkdip,248
100 g Schmand,Schmand,Kichererbsen-Kürbis-Puffer mit Feta und Quarkdip,248
1 Kresse-Beet,Kresse-Beet,Kichererbsen-Kürbis-Puffer mit Feta und Quarkdip,248
40 g Walnusshälften,Walnusshälften,Zucchininudeln mit Walnuss-Frischkäse-Pesto,249
"100 g Feta, light","Feta, light",Zucchininudeln mit Walnuss-Frischkäse-Pesto,249
2 Prisen Muskat,n Muskat,Zucchininudeln mit Walnuss-Frischkäse-Pesto,249
2 rote Paprika,rote Paprika,Paprika-Kichererbsen-Topf mit Hackfleisch,250
1 EL Paprika edelsüß,Paprika edelsüß,Paprika-Kichererbsen-Topf mit Hackfleisch,250
"1 TL Thymian, getrocknet",Thymian,Paprika-Kichererbsen-Topf mit Hackfleisch,250
"½ TL Chili, gemahlen","Chili, gemahlen",Paprika-Kichererbsen-Topf mit Hackfleisch,250
30 g Crème fraîche,Crème fraîche,Paprika-Kichererbsen-Topf mit Hackfleisch,250
100 g rote Linsen,rote Linsen,Kürbis-Linsen-Gemüse mit Apfel,251
100 g Tellerlinsen,Tellerlinsen,Kürbis-Linsen-Gemüse mit Apfel,251
"20 g Ingwer, frisch",Ingwer,Kürbis-Linsen-Gemüse mit Apfel,251
"½ Chili, frisch",Chili,Kürbis-Linsen-Gemüse mit Apfel,251
1000 g Kürbis,Kürbis,Kürbis-Linsen-Gemüse mit Apfel,251
"1 EL Thymian, getrocknet",Thymian,Kürbis-Linsen-Gemüse mit Apfel,251
"2 - 3 TL Kreuzkümmel, gemahlen","- 3 TL Kreuzkümmel, gemahlen",Kürbis-Linsen-Gemüse mit Apfel,251
2 TL Paprikapulver,Paprikapulver,Kürbis-Linsen-Gemüse mit Apfel,251
"1 Msp. Zimt, gemahlen","Msp. Zimt, gemahlen",Kürbis-Linsen-Gemüse mit Apfel,251
"1 Ingwer, frisch",Ingwer,Asia-Nudeln mit Gemüse,252
60 g Erdnussmus,Erdnussmus,Asia-Nudeln mit Gemüse,252
10 g Ahornsirup,Ahornsirup,Asia-Nudeln mit Gemüse,252
15 g Reisessig,Reisessig,Asia-Nudeln mit Gemüse,252
¾ TL rote Currypaste,rote Currypaste,Asia-Nudeln mit Gemüse,252
100 g Möhren,Möhren,Asia-Nudeln mit Gemüse,252
100 g rote Paprika,rote Paprika,Asia-Nudeln mit Gemüse,252
160 g Mie-Nudeln,Mie-Nudeln,Asia-Nudeln mit Gemüse,252
 Chiliflocken,Chiliflocken,Asia-Nudeln mit Gemüse,252
"6 Spargelstangen, grün","Spargelstangen, grün",Cremige Dinkelnudeln mit Spargel und Erdbeeren,253
5 Erdbeeren,Erdbeeren,Cremige Dinkelnudeln mit Spargel und Erdbeeren,253
80 g Dinkelnudeln,Dinkelnudeln,Cremige Dinkelnudeln mit Spargel und Erdbeeren,253
"100 g Blattspinat, frisch",Blattspinat,Luftiges Spinat-Schinken-Omelette,254
4 Eier,Eier,Luftiges Spinat-Schinken-Omelette,254
30 g Emmentaler,Emmentaler,Luftiges Spinat-Schinken-Omelette,254
30 g Parmaschinken,Parmaschinken,Luftiges Spinat-Schinken-Omelette,254
50 g Bärlauch,Bärlauch,Bärlauch-Käse-Sauce zu Nudeln,255
100 g Emmentaler,Emmentaler,Bärlauch-Käse-Sauce zu Nudeln,255
50 g Gouda,Gouda,Bärlauch-Käse-Sauce zu Nudeln,255
1 TL körniger Senf,körniger Senf,Bärlauch-Käse-Sauce zu Nudeln,255
30 g Mehl,Mehl,Bärlauch-Käse-Sauce zu Nudeln,255
3 - 4 Spritzer Worcester-Sauce,- 4 Spritzer Worcester-Sauce,Bärlauch-Käse-Sauce zu Nudeln,255
¼ TL Muskat,Muskat,Bärlauch-Käse-Sauce zu Nudeln,255
250 g Reis,Reis,Hähnchen-Bärlauch-Geschnetzeltes,256
1 Limette,imette,Hähnchen-Bärlauch-Geschnetzeltes,256
20 g Speisestärke,Speisestärke,Hähnchen-Bärlauch-Geschnetzeltes,256
200 g Crème fraîche,Crème fraîche,Hähnchen-Bärlauch-Geschnetzeltes,256
50 g Bärlauch,Bärlauch,Hähnchen-Bärlauch-Geschnetzeltes,256
1 TL Paprika edelsüß,Paprika edelsüß,Hähnchen-Bärlauch-Geschnetzeltes,256
400 g Brokkoliröschen,Brokkoliröschen,Hähnchen-Bärlauch-Geschnetzeltes,256
"1 rote Chilischote, frisch",rote Chilischote,Garnelen-Fajitas mit Joghurt-Guacamole und Sprossen,257
2 - 3 Zweige Koriander,- 3 Zweige Koriander,Garnelen-Fajitas mit Joghurt-Guacamole und Sprossen,257
100 g Griechischer Joghurt (10% Fett),Griechischer Joghurt,Garnelen-Fajitas mit Joghurt-Guacamole und Sprossen,257
"300 g Garnelen, roh, groß, geschält","Garnelen, groß, geschält",Garnelen-Fajitas mit Joghurt-Guacamole und Sprossen,257
50 g grüne Salatblätter,grüne Salatblätter,Garnelen-Fajitas mit Joghurt-Guacamole und Sprossen,257
"1 TL Zitronenschale, gerieben","Zitronenschale, gerieben",Garnelen-Fajitas mit Joghurt-Guacamole und Sprossen,257
25 g Pilze,Pilze,Putenfleisch-Fajita-Wraps mit Pilzen,258
"400 g Putenbrustfilet, ohne Haut","Putenbrustfilet, ohne Haut",Putenfleisch-Fajita-Wraps mit Pilzen,258
1 - 2 EL Mexikanische Gewürzmischung für Tacos,- 2 EL Mexikanische Gewürzmischung für Tacos,Putenfleisch-Fajita-Wraps mit Pilzen,258
100 g Champignons,Champignons,Putenfleisch-Fajita-Wraps mit Pilzen,258
100 g grüne Salatblätter,grüne Salatblätter,Putenfleisch-Fajita-Wraps mit Pilzen,258
3 Packungen Kresse,Packungen Kresse,Aromatische Kressesuppe,259
"1 - 2 Prisen Muskatnuss, frisch gerieben",- 2 Prisen Muskatnuss gerieben,Aromatische Kressesuppe,259
950 g grüne Spargeln,grüne Spargeln,Spargeln mit Joghurt-Hollandaise,260
30 g Weisswein,Weisswein,Spargeln mit Joghurt-Hollandaise,260
2 Eigelbe,Eigelbe,Spargeln mit Joghurt-Hollandaise,260
150 g griechisches Joghurt,griechisches Joghurt,Spargeln mit Joghurt-Hollandaise,260
400 g Pappardelle,Pappardelle,Winterpasta,261
20 g Pinienkerne,Pinienkerne,Winterpasta,261
100 g braune Champignons,braune Champignons,Winterpasta,261
"150 g Blattspinat, frisch",Blattspinat,Winterpasta,261
"10 g Chiliflocken, getrocknet",Chiliflocken,Winterpasta,261
"50 g Pilze, getrocknet",Pilze,Ratzfatz-Suppenpulver,262
"250 g rote Linsen, getrocknet",rote Linsen,Ratzfatz-Suppenpulver,262
50 g Kartoffelstärke,Kartoffelstärke,Ratzfatz-Suppenpulver,262
50 g Kaffeeweißer,Kaffeeweißer,Ratzfatz-Suppenpulver,262
30 g Speisestärke,Speisestärke,Ratzfatz-Suppenpulver,262
400 g Champignons,Champignons,Mini-Maultaschen in Pilzrahm,263
20 g Speisestärke,Speisestärke,Mini-Maultaschen in Pilzrahm,263
500 g Maultaschen,Maultaschen,Mini-Maultaschen in Pilzrahm,263
250 g Putenbrust,Putenbrust,Putenbrust mit Honig-Senf-Marinade,264
40 g körniger Senf,körniger Senf,Putenbrust mit Honig-Senf-Marinade,264
200 g Möhren,Möhren,Putenbrust mit Honig-Senf-Marinade,264
125 g Basmati-Reis,Basmati-Reis,Putenbrust mit Honig-Senf-Marinade,264
1 geh. TL Zitronenschale,eh. TL Zitronenschale,One Pot Pasta mit Schinken-Zitronen-Sauce,265
100 g Crème fraîche,Crème fraîche,One Pot Pasta mit Schinken-Zitronen-Sauce,265
"150 g Schinken, gekocht",Schinken,One Pot Pasta mit Schinken-Zitronen-Sauce,265
"60 g Erbsen, TK",Erbsen,One Pot Pasta mit Schinken-Zitronen-Sauce,265
200 g Bandnudeln,Bandnudeln,One Pot Pasta mit Schinken-Zitronen-Sauce,265
250 g Pute,Pute,Limetten-Reis-Topf mit Pute,266
100 g Porree,Porree,Limetten-Reis-Topf mit Pute,266
250 g Langkornreis,Langkornreis,Limetten-Reis-Topf mit Pute,266
"1 EL Senfkörner, braun","Senfkörner, braun",Limetten-Reis-Topf mit Pute,266
1 rote Paprika,rote Paprika,Limetten-Reis-Topf mit Pute,266
1 TL gelbe Currypaste,gelbe Currypaste,Limetten-Reis-Topf mit Pute,266
50 g Crème fraîche,Crème fraîche,Limetten-Reis-Topf mit Pute,266
200 g Wildreismischung,Wildreismischung,"Wildreis, gekocht",267
100 g Walnusshälften,Walnusshälften,Walnuss-Schafskäse-Nudeln - Peynirli ve Cevizli Erişte,268
200 g Weichkäse in Lake gereift,Weichkäse in Lake gereift,Walnuss-Schafskäse-Nudeln - Peynirli ve Cevizli Erişte,268
6 Zweige Thymian,Zweige Thymian,Walnuss-Schafskäse-Nudeln - Peynirli ve Cevizli Erişte,268
3 TL Chiliflocken,Chiliflocken,Walnuss-Schafskäse-Nudeln - Peynirli ve Cevizli Erişte,268
350 g Bandnudeln,Bandnudeln,Walnuss-Schafskäse-Nudeln - Peynirli ve Cevizli Erişte,268
200 g Roggenmischbrot,Roggenmischbrot,Eisbergsalat mit Croûtons und Joghurtdressing,269
"1 TL Thymian, getrocknet",Thymian,Eisbergsalat mit Croûtons und Joghurtdressing,269
"1 TL Oregano, getrocknet",Oregano,Eisbergsalat mit Croûtons und Joghurtdressing,269
1 Eisbergsalat,Eisbergsalat,Eisbergsalat mit Croûtons und Joghurtdressing,269
1 rote Paprika,rote Paprika,Eisbergsalat mit Croûtons und Joghurtdressing,269
20 g Essig,Essig,Eisbergsalat mit Croûtons und Joghurtdressing,269
"100 g Joghurt, 3,5% Fett","Joghurt, 3,5% Fett",Eisbergsalat mit Croûtons und Joghurtdressing,269
2 TL Senf,Senf,Eisbergsalat mit Croûtons und Joghurtdressing,269
50 g Haselnüsse,Haselnüsse,Risotto milanese,270
½ Bund Salbei,Salbei,Risotto milanese,270
300 g Risottoreis,Risottoreis,Risotto milanese,270
100 g Weisswein,Weisswein,Risotto milanese,270
"2 Rindsbouillonwürfel (für je 0,5 l)",Rindsbouillonwürfel,Risotto milanese,270
2 Briefchen Safranpulver,Briefchen Safranpulver,Risotto milanese,270
12 Kalbsplätzli,Kalbsplätzli,Risotto milanese,270
"400 g Spargel, grün","Spargel, grün",Grünes Spargelpesto,271
80 g Bergkäse,Bergkäse,Grünes Spargelpesto,271
50 g Sbrinz,Sbrinz,Lauch-Penne-Pot,272
½ Bio-Zitrone,Bio-Zitrone,Lauch-Penne-Pot,272
550 g Lauch,Lauch,Lauch-Penne-Pot,272
300 g Teigwaren,Teigwaren,Lauch-Penne-Pot,272
"300 g Vollrahm, gekühlt","Vollrahm, gekühlt",Lauch-Penne-Pot,272
100 g Buchweizen,Buchweizen,Buchweizen-Crêpes mit Lupinenmehl und buntem Gemüse,273
20 g vegane Margarine,vegane Margarine,Buchweizen-Crêpes mit Lupinenmehl und buntem Gemüse,273
20 g Lupinenmehl,Lupinenmehl,Buchweizen-Crêpes mit Lupinenmehl und buntem Gemüse,273
200 g Brokkoliröschen,Brokkoliröschen,Buchweizen-Crêpes mit Lupinenmehl und buntem Gemüse,273
250 g Champignons,Champignons,Buchweizen-Crêpes mit Lupinenmehl und buntem Gemüse,273
½ TL Oregano,Oregano,Buchweizen-Crêpes mit Lupinenmehl und buntem Gemüse,273
½ TL Rosmarin,Rosmarin,Buchweizen-Crêpes mit Lupinenmehl und buntem Gemüse,273
150 g vegane Schmand-Alternative (z. B. Creme VEGA von Dr. Oetker),vegane Schmand-Alternative,Buchweizen-Crêpes mit Lupinenmehl und buntem Gemüse,273
150 g Kürbis,Kürbis,Kürbis-Cappuccino,274
"½ TL Zimt, gemahlen","Zimt, gemahlen",Kürbis-Cappuccino,274
4 TL Instantkaffee,Instantkaffee,Kürbis-Cappuccino,274
"1 Prise Ingwer, gemahlen","Ingwer, gemahlen",Kürbis-Cappuccino,274
1 Prise Nelkenpulver,Nelkenpulver,Kürbis-Cappuccino,274
300 g Bandnudeln,Bandnudeln,Pasta mit Spitzkohl-Currysauce,275
1 rote Paprika,rote Paprika,Pasta mit Spitzkohl-Currysauce,275
500 g Spitzkohl,Spitzkohl,Pasta mit Spitzkohl-Currysauce,275
200 g Crème fraîche,Crème fraîche,Pasta mit Spitzkohl-Currysauce,275
1 geh. TL Curry,eh. TL Curry,Pasta mit Spitzkohl-Currysauce,275
"1 geh. TL Kreuzkümmel (Cumin), gemahlen","eh. TL Kreuzkümmel, gemahlen",Pasta mit Spitzkohl-Currysauce,275
½ TL Paprika rosenscharf,Paprika rosenscharf,Pasta mit Spitzkohl-Currysauce,275
½ TL gelbe Thai-Currypaste,gelbe Thai-Currypaste,Pasta mit Spitzkohl-Currysauce,275
10 g Speisestärke,Speisestärke,Pasta mit Spitzkohl-Currysauce,275
500 g Spitzkohl,Spitzkohl,Exotische Spitzkohlsuppe,276
"1 Stück Ingwer, frisch",Ingwer,Exotische Spitzkohlsuppe,276
1 EL Curry,Curry,Exotische Spitzkohlsuppe,276
"120 g Garnelen, geschält, gegart","Garnelen, geschält, gegart",Exotische Spitzkohlsuppe,276
1 EL Kokosraspeln,Kokosraspeln,Exotische Spitzkohlsuppe,276
120 g Mascarpone,Mascarpone,Teigwaren mit Thonsauce,277
400 g Teigwaren,Teigwaren,Teigwaren mit Thonsauce,277
200 g Glasnudeln,Glasnudeln,Glasnudeln mit grünen Bohnen,278
1 Möhre,Möhre,Glasnudeln mit grünen Bohnen,278
4 Radieschen,Radieschen,Bärlauch Bowl mit Karfiolreis und Hanfsamen,279
"70 g Bärlauchblätter, frisch",Bärlauchblätter,Bärlauch Bowl mit Karfiolreis und Hanfsamen,279
"70 g Babyspinat, frisch",Babyspinat,Bärlauch Bowl mit Karfiolreis und Hanfsamen,279
100 - 120 g Hanfsamen,- 120 g Hanfsamen,Bärlauch Bowl mit Karfiolreis und Hanfsamen,279
 Kresse,Kresse,Bärlauch Bowl mit Karfiolreis und Hanfsamen,279
400 g Crème fraîche,Crème fraîche,Spaghetti mit Senfsauce und Lachs,280
2 EL körniger Senf,körniger Senf,Spaghetti mit Senfsauce und Lachs,280
500 g Spaghetti,Spaghetti,Spaghetti mit Senfsauce und Lachs,280
200 g Räucherlachs,Räucherlachs,Spaghetti mit Senfsauce und Lachs,280
"10 g Ingwer, frisch",Ingwer,Kokos-Mais-Suppe,281
1 frische Chilischote,frische Chilischote,Kokos-Mais-Suppe,281
1 EL gelbe Currypaste,gelbe Currypaste,Kokos-Mais-Suppe,281
1 gestr. TL Kurkuma,estr. TL Kurkuma,Kokos-Mais-Suppe,281
1 Stängel Zitronengras,Zitronengras,Kokos-Mais-Suppe,281
20 g Kokoschips,Kokoschips,Kokos-Mais-Suppe,281
200 g Mini-Maiskolben,Mini-Maiskolben,Kokos-Mais-Suppe,281
1 rote Paprika,rote Paprika,Kokos-Mais-Suppe,281
3 Stängel Koriander,Koriander,Kokos-Mais-Suppe,281
320 g Risottoreis,Risottoreis,Apfel-Risotto mit gekochtem Schinken,282
"80 g Schinken, gekocht",Schinken,Apfel-Risotto mit gekochtem Schinken,282
200 g rote Paprika,rote Paprika,"Garnelen, Paprika und Chili anbraten",283
"½ rote Chilischote, frisch",rote Chilischote,"Garnelen, Paprika und Chili anbraten",283
"200 g Garnelen, roh, mittelgroß, geschält","Garnelen, mittelgroß, geschält","Garnelen, Paprika und Chili anbraten",283
250 g Rindergeschnetzeltes,Rindergeschnetzeltes,"Rindfleischstreifen, Paprika und Zwiebeln anbraten",284
150 g rote Paprika,rote Paprika,"Rindfleischstreifen, Paprika und Zwiebeln anbraten",284
"250 g Schweinefleisch, in Stücken, sehnenfrei","Schweinefleisch, in Stücken, sehnenfrei",Schweinefleischstreifen und Zwiebeln anbraten,285
"200 g Lachsfilet, frisch, ohne Haut","Lachsfilet, ohne Haut",Lachswürfel anbraten,286
50 g Rotwein,Rotwein,Frische Tomatensuppe,287
"1 geh. TL Oregano, getrocknet",eh. TL Oregano,Frische Tomatensuppe,287
"150 g Schinkenspeck, gewürfelt","Schinkenspeck, gewürfelt",Pilztopf mit Sonnenweizen,288
250 g Weizenkörner,Weizenkörner,Pilztopf mit Sonnenweizen,288
400 g Champignons,Champignons,Pilztopf mit Sonnenweizen,288
150 g Mais,Mais,Cremig-bunter Gnocchitopf mit Salamistreifen,289
1 gelbe Paprika,elbe Paprika,Cremig-bunter Gnocchitopf mit Salamistreifen,289
100 g Champignons,Champignons,Cremig-bunter Gnocchitopf mit Salamistreifen,289
500 g Gnocchi,Gnocchi,Cremig-bunter Gnocchitopf mit Salamistreifen,289
150 g Salami,Salami,Cremig-bunter Gnocchitopf mit Salamistreifen,289
200 g Möhren,Möhren,Kichererbsen-Eintopf,290
10 g Garam Masala,Garam Masala,Kichererbsen-Eintopf,290
"250 g Garnelen, roh, mittelgroß, geschält","Garnelen, mittelgroß, geschält",Garnelen anbraten,291
50 g Schinkenspeckwürfel,Schinkenspeckwürfel,Hähnchenfleischstreifen und Speckwürfel anbraten,292
"50 g Bärlauchblätter, frisch",Bärlauchblätter,Bärlauch-Buletten,294
30 g Paniermehl,Paniermehl,Bärlauch-Buletten,294
1 Ei,Ei,Bärlauch-Buletten,294
1 TL Paprika edelsüß,Paprika edelsüß,Bärlauch-Buletten,294
1 TL Senf,Senf,Bärlauch-Buletten,294
4 Stängel Koriander,Koriander,Udon Blumenkohlcurry,295
"20 g Ingwer, frisch",Ingwer,Udon Blumenkohlcurry,295
"1 rote Chilischote, frisch",rote Chilischote,Udon Blumenkohlcurry,295
"2 TL Kreuzkümmel (Cumin), gemahlen","Kreuzkümmel, gemahlen",Udon Blumenkohlcurry,295
"½ TL Kurkuma, gemahlen","Kurkuma, gemahlen",Udon Blumenkohlcurry,295
400 g Udon-Nudeln,Udon-Nudeln,Udon Blumenkohlcurry,295
"200 g Garnelen, roh, mittelgroß, geschält","Garnelen, mittelgroß, geschält",Zucchininudeln mit Garnelen und Cherry-Tomaten,296
15 - 20 g rote Currypaste,- 20 g rote Currypaste,Rotes Fisch-Curry,297
55 g Fischsauce,Fischsauce,Rotes Fisch-Curry,297
4 Fischfilets,Fischfilets,Rotes Fisch-Curry,297
"125 g Babymais, aus dem Glas","Babymais, aus dem Glas",Rotes Fisch-Curry,297
270 g Kokoscreme,Kokoscreme,Rotes Fisch-Curry,297
 Koriander,Koriander,Rotes Fisch-Curry,297
80 g Cheddar,Cheddar,Gemüse-Quesadillas,298
1 rote Paprika,rote Paprika,Gemüse-Quesadillas,298
1 Dose Mais,Dose Mais,Gemüse-Quesadillas,298
300 g Landjäger,Landjäger,Spaghetti mit Landjäger-Bolognese,299
200 g Karotten,Karotten,Spaghetti mit Landjäger-Bolognese,299
150 g Knollensellerie,Knollensellerie,Spaghetti mit Landjäger-Bolognese,299
500 g Teigwaren,Teigwaren,Spaghetti mit Landjäger-Bolognese,299
"1 rote Chilischote, frisch",rote Chilischote,Tomaten-Bohnen-Suppe,300
1 TL Kreuzkümmel (Cumin),Kreuzkümmel,Tomaten-Bohnen-Suppe,300
"1 TL Oregano, getrocknet",Oregano,Tomaten-Bohnen-Suppe,300
3 Stängel Koriander,Koriander,Tomaten-Bohnen-Suppe,300
100 g Crème fraîche,Crème fraîche,Tomaten-Bohnen-Suppe,300
"1 frische, rote Chilischote","frische, rote Chilischote",Schnelle Asianudeln,301
½ Bund Koriander,Koriander,Schnelle Asianudeln,301
1 TL rote Currypaste,rote Currypaste,Schnelle Asianudeln,301
80 g Ketjap Manis,Ketjap Manis,Schnelle Asianudeln,301
1 gelbe Paprika,elbe Paprika,Schnelle Asianudeln,301
15 g Speisestärke,Speisestärke,Schnelle Asianudeln,301
200 g Chinesische Weizennudeln,Chinesische Weizennudeln,Schnelle Asianudeln,301
100 g rote Linsen,rote Linsen,Zitronen-Linsen-Sauce zu Nudeln,302
1 Zitrone,Zitrone,Zitronen-Linsen-Sauce zu Nudeln,302
1 Bund Schnittlauch,Schnittlauch,Zitronen-Linsen-Sauce zu Nudeln,302
60 g Emmentaler,Emmentaler,Käse-Sahne-Nudeln,303
2 Prisen Muskat,n Muskat,Käse-Sahne-Nudeln,303
300 g Hartweizennudeln,Hartweizennudeln,Käse-Sahne-Nudeln,303
"200 g Erbsen, TK",Erbsen,Käse-Sahne-Nudeln,303
30 g Mehl,Mehl,Paprikacremesuppe,304
"2 Paprika, gemischt","Paprika, gemischt",Paprikacremesuppe,304
½ TL Paprika edelsüß,Paprika edelsüß,Paprikacremesuppe,304
1 Prise Muskat,Muskat,Eierstich (Suppeneinlage),305
4 Eier,Eier,Eierstich (Suppeneinlage),305
2 Dosen Maiskörner,Dosen Maiskörner,Maissuppe mit Wienerli und Bürli,306
200 g Vollrahm,Vollrahm,Maissuppe mit Wienerli und Bürli,306
"2 Gemüsebouillonwürfel (für je 0,5 l)",emüsebouillonwürfel,Maissuppe mit Wienerli und Bürli,306
8 Wienerli,Wienerli,Maissuppe mit Wienerli und Bürli,306
½ Bund Schnittlauch,Schnittlauch,Maissuppe mit Wienerli und Bürli,306
4 Brötchen,Brötchen,Maissuppe mit Wienerli und Bürli,306
150 g Topinambur,Topinambur,Grüne Blumenkohlsuppe,307
"½ TL Kurkuma, gemahlen","Kurkuma, gemahlen",Grüne Blumenkohlsuppe,307
"½ TL Koriander, gemahlen","Koriander, gemahlen",Grüne Blumenkohlsuppe,307
25 g Mandeln,Mandeln,Grüne Blumenkohlsuppe,307
400 g Hühnerbrust,Hühnerbrust,Curryhuhn mit Champignons,308
1 EL Curry,Curry,Curryhuhn mit Champignons,308
1 Prise Paprika edelsüß,Paprika edelsüß,Curryhuhn mit Champignons,308
"1 - 2 rote Chilischoten, frisch",- 2 rote Chilischoten,Curryhuhn mit Champignons,308
300 g Champignons,Champignons,Curryhuhn mit Champignons,308
200 g Kartoffeln,Kartoffeln,Bärlauchcremesuppe,309
150 g Porree,Porree,Bärlauchcremesuppe,309
"50 g Bärlauchblätter, frisch",Bärlauchblätter,Bärlauchcremesuppe,309
30 g Crème fraîche,Crème fraîche,Bärlauchcremesuppe,309
50 g Hartkäse,Hartkäse,Suppe für faule Tage,310
1 Ei,Ei,Suppe für faule Tage,310
50 g Eiswürfel,Eiswürfel,Virgin Mary,311
10 g Worcester-Sauce,Worcester-Sauce,Virgin Mary,311
4 - 5 Spritzer Tabasco,- 5 Spritzer Tabasco,Virgin Mary,311
1 Staudensellerie-Stange,Staudensellerie-Stange,Virgin Mary,311
1 Kohlrabi,Kohlrabi,Kohlrabitaler mit pikantem Omelette,312
½ TL Chiliflocken,Chiliflocken,Kohlrabitaler mit pikantem Omelette,312
15 g Jalapeño Chili,Jalapeño Chili,Kohlrabitaler mit pikantem Omelette,312
4 Eier,Eier,Kohlrabitaler mit pikantem Omelette,312
2 Prisen Muskat,n Muskat,Kohlrabitaler mit pikantem Omelette,312
"400 g Champignons, frisch",Champignons,Champignoncremesuppe,313
"1 Gemüsebouillonwürfel (für je 0,5 l)",emüsebouillonwürfel,Champignoncremesuppe,313
50 g Weizenmehl,Weizenmehl,Champignoncremesuppe,313
50 g Vollrahm,Vollrahm,Champignoncremesuppe,313
40 g Schmelzkäse,Schmelzkäse,Champignoncremesuppe,313
30 g Weizenmehl,Weizenmehl,Peperonicremesuppe,314
"2 Peperoni, gemischt","Peperoni, gemischt",Peperonicremesuppe,314
"2 Gemüsebouillonwürfel (für je 0,5 l)",emüsebouillonwürfel,Peperonicremesuppe,314
½ TL Paprika edelsüss,Paprika edelsüss,Peperonicremesuppe,314
50 g Vollrahm,Vollrahm,Peperonicremesuppe,314
"50 g Bärlauchblätter, frisch",Bärlauchblätter,Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,315
2 Stängel Zitronenmelisse,Zitronenmelisse,Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,315
200 g Crème fraîche,Crème fraîche,Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,315
"½ Zitrone, unbehandelt","Zitrone, unbehandelt",Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,315
½ TL Senf,Senf,Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,315
"50 g Bärlauchblätter, frisch",Bärlauchblätter,Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,315
600 g Seelachsfilets,Seelachsfilets,Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,315
150 g Toastbrot,Toastbrot,Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,315
"½ Zitrone, unbehandelt","Zitrone, unbehandelt",Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,315
2 Eier,Eier,Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,315
20 g Senf,Senf,Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,315
80 g Emmentaler Käse,Emmentaler Käse,Käse-Omelette mit Spinat,316
2 Eier (Größe L),Eier,Käse-Omelette mit Spinat,316
"40 g Weizenmehl, glatt","Weizenmehl, glatt",Käse-Omelette mit Spinat,316
